Index,Country,Month,HarvestYear
79642,Vietnam,January,2018
79643,India,January,2018
79644,Thailand,May,2018
79645,Vietnam,December,2018
79646,India,July,2018
79647,Thailand,June,2018
79648,Vietnam,January,2018
79649,Philippines,February,2018
79650,Phillippines,July,2018
79651,India,January,2018
79652,Thailand,May,2018
79653,Vietnam,December,2018
79654,India,July,2018
79655,Thailand,June,2018
79656,Vietnam,January,2018
79657,India,January,2018
79658,Thailand,May,2018
79659,Vietnam,December,2018
79660,India,July,2018
79661,Thailand,June,2018
79662,Vietnam,January,2018
79663,India,January,2018
79664,Thailand,May,2018
79665,Vietnam,December,2018
79666,India,July,2018
79667,Thailand,June,2018
79668,Vietnam,January,2018
79669,India,January,2018
79670,Thailand,May,2018
79671,Vietnam,December,2018
79672,India,July,2018
79673,Thailand,June,2018
79674,Vietnam,January,2018
79675,India,January,2018
79676,Thailand,May,2018
79677,Vietnam,December,2018
79678,India,July,2018
79679,Thailand,June,2018
79680,Vietnam,January,2018
79681,India,January,2018
79682,Thailand,May,2018
79683,Vietnam,December,2018
79684,India,July,2018
79685,Thailand,June,2018
79686,Vietnam,January,2018
79687,India,January,2018
79688,Thailand,May,2018
79689,Vietnam,December,2018
79690,India,July,2018
79691,Thailand,June,2018
79692,Vietnam,January,2018
79693,India,January,2018
79694,Thailand,May,2018
79695,Vietnam,December,2018
79696,India,July,2018
79697,Thailand,June,2018
79698,Vietnam,January,2018
79699,Philippines,February,2018
79700,Phillippines,July,2018
79701,India,January,2018
79702,Thailand,May,2018
79703,Vietnam,December,2018
79704,India,July,2018
79705,Thailand,June,2018
79706,Vietnam,January,2018
79707,India,January,2018
79708,Thailand,May,2018
79709,Vietnam,December,2018
79710,India,July,2018
79711,Thailand,June,2018
79712,Vietnam,January,2018
79713,India,January,2018
79714,Thailand,May,2018
79715,Vietnam,December,2018
79716,India,July,2018
79717,Thailand,June,2018
79718,Vietnam,January,2018
79719,India,January,2018
79720,Thailand,May,2018
79721,Vietnam,December,2018
79722,India,July,2018
79723,Thailand,June,2018
79724,Vietnam,January,2018
79725,India,January,2018
79726,Thailand,May,2018
79727,Vietnam,December,2018
79728,India,July,2018
79729,Thailand,June,2018
79730,Vietnam,January,2018
79731,India,January,2018
79732,Thailand,May,2018
79733,Vietnam,December,2018
79734,India,July,2018
79735,Thailand,June,2018
79736,Vietnam,January,2018
79737,India,January,2018
79738,Thailand,May,2018
79739,Vietnam,December,2018
79740,India,July,2018
79741,Thailand,June,2018
79742,Vietnam,January,2018
79743,India,January,2018
79744,Thailand,May,2018
79745,Vietnam,December,2018
79746,India,July,2018
79747,Thailand,June,2018
79748,Vietnam,January,2018
79749,Philippines,February,2018
79750,Phillippines,July,2018
79751,India,January,2018
79752,Thailand,May,2018
79753,Vietnam,December,2018
79754,India,July,2018
79755,Thailand,June,2018
79756,Vietnam,January,2018
79757,India,January,2018
79758,Thailand,May,2018
79759,Vietnam,December,2018
79760,India,July,2018
79761,Thailand,June,2018
79762,Vietnam,January,2018
79763,India,January,2018
79764,Thailand,May,2018
79765,Vietnam,December,2018
79766,India,July,2018
79767,Thailand,June,2018
79768,Vietnam,January,2018
79769,India,January,2018
79770,Thailand,May,2018
79771,Vietnam,December,2018
79772,India,July,2018
79773,Thailand,June,2018
79774,Vietnam,January,2018
79775,India,January,2018
79776,Thailand,May,2018
79777,Vietnam,December,2018
79778,India,July,2018
79779,Thailand,June,2018
79780,Vietnam,January,2018
79781,India,January,2018
79782,Thailand,May,2018
79783,Vietnam,December,2018
79784,India,July,2018
79785,Thailand,June,2018
79786,Vietnam,January,2018
79787,India,January,2018
79788,Thailand,May,2018
79789,Vietnam,December,2018
79790,India,July,2018
79791,Thailand,June,2018
79792,Vietnam,January,2018
79793,India,January,2018
79794,Thailand,May,2018
79795,Vietnam,December,2018
79796,India,July,2018
79797,Thailand,June,2018
79798,Vietnam,January,2018
79799,Philippines,February,2018
79800,Phillippines,July,2018
79801,India,January,2018
79802,Thailand,May,2018
79803,Vietnam,December,2018
79804,India,July,2018
79805,Thailand,June,2018
79806,Vietnam,January,2018
79807,India,January,2018
79808,Thailand,May,2018
79809,Vietnam,December,2018
79810,India,July,2018
79811,Thailand,June,2018
79812,Vietnam,January,2018
79813,India,January,2018
79814,Thailand,May,2018
79815,Vietnam,December,2018
79816,India,July,2018
79817,Thailand,June,2018
79818,Vietnam,January,2018
79819,India,January,2018
79820,Thailand,May,2018
79821,Vietnam,December,2018
79822,India,July,2018
79823,Thailand,June,2018
79824,Vietnam,January,2018
79825,India,January,2018
79826,Thailand,May,2018
79827,Vietnam,December,2018
79828,India,July,2018
79829,Thailand,June,2018
79830,Vietnam,January,2018
79831,India,January,2018
79832,Thailand,May,2018
79833,Vietnam,December,2018
79834,India,July,2018
79835,Thailand,June,2018
79836,Vietnam,January,2018
79837,India,January,2018
79838,Thailand,May,2018
79839,Vietnam,December,2018
79840,India,July,2018
79841,Thailand,June,2018
79842,Vietnam,January,2018
79843,India,January,2018
79844,Thailand,May,2018
79845,Vietnam,December,2018
79846,India,July,2018
79847,Thailand,June,2018
79848,Vietnam,January,2018
79849,Philippines,February,2018
79850,Phillippines,July,2018
79851,India,January,2018
79852,Thailand,May,2018
79853,Vietnam,December,2018
79854,India,July,2018
79855,Thailand,June,2018
79856,Vietnam,January,2018
79857,India,January,2018
79858,Thailand,May,2018
79859,Vietnam,December,2018
79860,India,July,2018
79861,Thailand,June,2018
79862,Vietnam,January,2018
79863,India,January,2018
79864,Thailand,May,2018
79865,Vietnam,December,2018
79866,India,July,2018
79867,Thailand,June,2018
79868,Vietnam,January,2018
79869,India,January,2018
79870,Thailand,May,2018
79871,Vietnam,December,2018
79872,India,July,2018
79873,Thailand,June,2018
79874,Vietnam,January,2018
79875,India,January,2018
79876,Thailand,May,2018
79877,Vietnam,December,2018
79878,India,July,2018
79879,Thailand,June,2018
79880,Vietnam,January,2018
79881,India,January,2018
79882,Thailand,May,2018
79883,Vietnam,December,2018
79884,India,July,2018
79885,Thailand,June,2018
79886,Vietnam,January,2018
79887,India,January,2018
79888,Thailand,May,2018
79889,Vietnam,December,2018
79890,India,July,2018
79891,Thailand,June,2018
79892,Vietnam,January,2018
79893,India,January,2018
79894,Thailand,May,2018
79895,Vietnam,December,2018
79896,India,July,2018
79897,Thailand,June,2018
79898,Vietnam,January,2018
79899,Philippines,February,2018
79900,Phillippines,July,2018
79901,India,January,2018
79902,Thailand,May,2018
79903,Vietnam,December,2018
79904,India,July,2018
79905,Thailand,June,2018
79906,Vietnam,January,2018
79907,India,January,2018
79908,Thailand,May,2018
79909,Vietnam,December,2018
79910,India,July,2018
79911,Thailand,June,2018
79912,Vietnam,January,2018
79913,India,January,2018
79914,Thailand,May,2018
79915,Vietnam,December,2018
79916,India,July,2018
79917,Thailand,June,2018
79918,Vietnam,January,2018
79919,India,January,2018
79920,Thailand,May,2018
79921,Vietnam,December,2018
79922,India,July,2018
79923,Thailand,June,2018
79924,Vietnam,January,2018
79925,India,January,2018
79926,Thailand,May,2018
79927,Vietnam,December,2018
79928,India,July,2018
79929,Thailand,June,2018
79930,Vietnam,January,2018
79931,India,January,2018
79932,Thailand,May,2018
79933,Vietnam,December,2018
79934,India,July,2018
79935,Thailand,June,2018
79936,Vietnam,January,2018
79937,India,January,2018
79938,Thailand,May,2018
79939,Vietnam,December,2018
79940,India,July,2018
79941,Thailand,June,2018
79942,Vietnam,January,2018
79943,India,January,2018
79944,Thailand,May,2018
79945,Vietnam,December,2018
79946,India,July,2018
79947,Thailand,June,2018
79948,Vietnam,January,2018
79949,Philippines,February,2018
79950,Phillippines,July,2018
79951,India,January,2018
79952,Thailand,May,2018
79953,Vietnam,December,2018
79954,India,July,2018
79955,Thailand,June,2018
79956,Vietnam,January,2018
79957,India,January,2018
79958,Thailand,May,2018
79959,Vietnam,December,2018
79960,India,July,2018
79961,Thailand,June,2018
79962,Vietnam,January,2018
79963,India,January,2018
79964,Thailand,May,2018
79965,Vietnam,December,2018
79966,India,July,2018
79967,Thailand,June,2018
79968,Vietnam,January,2018
79969,India,January,2018
79970,Thailand,May,2018
79971,Vietnam,December,2018
79972,India,July,2018
79973,Thailand,June,2018
79974,Vietnam,January,2018
79975,India,January,2018
79976,Thailand,May,2018
79977,Vietnam,December,2018
79978,India,July,2018
79979,Thailand,June,2018
79980,Vietnam,January,2018
79981,India,January,2018
79982,Thailand,May,2018
79983,Vietnam,December,2018
79984,India,July,2018
79985,Thailand,June,2018
79986,Vietnam,January,2018
79987,India,January,2018
79988,Thailand,May,2018
79989,Vietnam,December,2018
79990,India,July,2018
79991,Thailand,June,2018
79992,Vietnam,January,2018
79993,India,January,2018
79994,Thailand,May,2018
79995,Vietnam,December,2018
79996,India,July,2018
79997,Thailand,June,2018
79998,Vietnam,January,2018
79999,Philippines,February,2018
80000,Phillippines,July,2018
80001,India,January,2018
80002,Thailand,May,2018
80003,Vietnam,December,2018
80004,India,July,2018
80005,Thailand,June,2018
80006,Vietnam,January,2018
80007,India,January,2018
80008,Thailand,May,2018
80009,Vietnam,December,2018
80010,India,July,2018
80011,Thailand,June,2018
80012,Vietnam,January,2018
80013,India,January,2018
80014,Thailand,May,2018
80015,Vietnam,December,2018
80016,India,July,2018
80017,Thailand,June,2018
80018,Vietnam,January,2018
80019,India,January,2018
80020,Thailand,May,2018
80021,Vietnam,December,2018
80022,India,July,2018
80023,Thailand,June,2018
80024,Vietnam,January,2018
80025,India,January,2018
80026,Thailand,May,2018
80027,Vietnam,December,2018
80028,India,July,2018
80029,Thailand,June,2018
80030,Vietnam,January,2018
80031,India,January,2018
80032,Thailand,May,2018
80033,Vietnam,December,2018
80034,India,July,2018
80035,Thailand,June,2018
80036,Vietnam,January,2018
80037,India,January,2018
80038,Thailand,May,2018
80039,Vietnam,December,2018
80040,India,July,2018
80041,Thailand,June,2018
80042,Vietnam,January,2018
80043,India,January,2018
80044,Thailand,May,2018
80045,Vietnam,December,2018
80046,India,July,2018
80047,Thailand,June,2018
80048,Vietnam,January,2018
80049,Philippines,February,2018
80050,Phillippines,July,2018
80051,India,January,2018
80052,Thailand,May,2018
80053,Vietnam,December,2018
80054,India,July,2018
80055,Thailand,June,2018
80056,Vietnam,January,2018
80057,India,January,2018
80058,Thailand,May,2018
80059,Vietnam,December,2018
80060,India,July,2018
80061,Thailand,June,2018
80062,Vietnam,January,2018
80063,India,January,2018
80064,Thailand,May,2018
80065,Vietnam,December,2018
80066,India,July,2018
80067,Thailand,June,2018
80068,Vietnam,January,2018
80069,India,January,2018
80070,Thailand,May,2018
80071,Vietnam,December,2018
80072,India,July,2018
80073,Thailand,June,2018
80074,Vietnam,January,2018
80075,India,January,2018
80076,Thailand,May,2018
80077,Vietnam,December,2018
80078,India,July,2018
80079,Thailand,June,2018
80080,Vietnam,January,2018
80081,India,January,2018
80082,Thailand,May,2018
80083,Vietnam,December,2018
80084,India,July,2018
80085,Thailand,June,2018
80086,Vietnam,January,2018
80087,India,January,2018
80088,Thailand,May,2018
80089,Vietnam,December,2018
80090,India,July,2018
80091,Thailand,June,2018
80092,Vietnam,January,2018
80093,India,January,2018
80094,Thailand,May,2018
80095,Vietnam,December,2018
80096,India,July,2018
80097,Thailand,June,2018
80098,Vietnam,January,2018
80099,Philippines,February,2018
80100,Phillippines,July,2018
80101,India,January,2018
80102,Thailand,May,2018
80103,Vietnam,December,2018
80104,India,July,2018
80105,Thailand,June,2018
80106,Vietnam,January,2018
80107,India,January,2018
80108,Thailand,May,2018
80109,Vietnam,December,2018
80110,India,July,2018
80111,Thailand,June,2018
80112,Vietnam,January,2018
80113,India,January,2018
80114,Thailand,May,2018
80115,Vietnam,December,2018
80116,India,July,2018
80117,Thailand,June,2018
80118,Vietnam,January,2018
80119,India,January,2018
80120,Thailand,May,2018
80121,Vietnam,December,2018
80122,India,July,2018
80123,Thailand,June,2018
80124,Vietnam,January,2018
80125,India,January,2018
80126,Thailand,May,2018
80127,Vietnam,December,2018
80128,India,July,2018
80129,Thailand,June,2018
80130,Vietnam,January,2018
80131,India,January,2018
80132,Thailand,May,2018
80133,Vietnam,December,2018
80134,India,July,2018
80135,Thailand,June,2018
80136,Vietnam,January,2018
80137,India,January,2018
80138,Thailand,May,2018
80139,Vietnam,December,2018
80140,India,July,2018
80141,Thailand,June,2018
80142,Vietnam,January,2018
80143,India,January,2018
80144,Thailand,May,2018
80145,Vietnam,December,2018
80146,India,July,2018
80147,Thailand,June,2018
80148,Vietnam,January,2018
80149,Philippines,February,2018
80150,Phillippines,July,2018
80151,India,January,2018
80152,Thailand,May,2018
80153,Vietnam,December,2018
80154,India,July,2018
80155,Thailand,June,2018
80156,Vietnam,January,2018
80157,India,January,2018
80158,Thailand,May,2018
80159,Vietnam,December,2018
80160,India,July,2018
80161,Thailand,June,2018
80162,Vietnam,January,2018
80163,India,January,2018
80164,Thailand,May,2018
80165,Vietnam,December,2018
80166,India,July,2018
80167,Thailand,June,2018
80168,Vietnam,January,2018
80169,India,January,2018
80170,Thailand,May,2018
80171,Vietnam,December,2018
80172,India,July,2018
80173,Thailand,June,2018
80174,Vietnam,January,2018
80175,India,January,2018
80176,Thailand,May,2018
80177,Vietnam,December,2018
80178,India,July,2018
80179,Thailand,June,2018
80180,Vietnam,January,2018
80181,India,January,2018
80182,Thailand,May,2018
80183,Vietnam,December,2018
80184,India,July,2018
80185,Thailand,June,2018
80186,Vietnam,January,2018
80187,India,January,2018
80188,Thailand,May,2018
80189,Vietnam,December,2018
80190,India,July,2018
80191,Thailand,June,2018
80192,Vietnam,January,2018
80193,India,January,2018
80194,Thailand,May,2018
80195,Vietnam,December,2018
80196,India,July,2018
80197,Thailand,June,2018
80198,Vietnam,January,2018
80199,Philippines,February,2018
80200,Phillippines,July,2018
80201,India,January,2018
80202,Thailand,May,2018
80203,Vietnam,December,2018
80204,India,July,2018
80205,Thailand,June,2018
80206,Vietnam,January,2018
80207,India,January,2018
80208,Thailand,May,2018
80209,Vietnam,December,2018
80210,India,July,2018
80211,Thailand,June,2018
80212,Vietnam,January,2018
80213,India,January,2018
80214,Thailand,May,2018
80215,Vietnam,December,2018
80216,India,July,2018
80217,Thailand,June,2018
80218,Vietnam,January,2018
80219,India,January,2018
80220,Thailand,May,2018
80221,Vietnam,December,2018
80222,India,July,2018
80223,Thailand,June,2018
80224,Vietnam,January,2018
80225,India,January,2018
80226,Thailand,May,2018
80227,Vietnam,December,2018
80228,India,July,2018
80229,Thailand,June,2018
80230,Vietnam,January,2018
80231,India,January,2018
80232,Thailand,May,2018
80233,Vietnam,December,2018
80234,India,July,2018
80235,Thailand,June,2018
80236,Vietnam,January,2018
80237,India,January,2018
80238,Thailand,May,2018
80239,Vietnam,December,2018
80240,India,July,2018
80241,Thailand,June,2018
80242,Vietnam,January,2018
80243,India,January,2018
80244,Thailand,May,2018
80245,Vietnam,December,2018
80246,India,July,2018
80247,Thailand,June,2018
80248,Vietnam,January,2018
80249,Philippines,February,2018
80250,Phillippines,July,2018
80251,India,January,2018
80252,Thailand,May,2018
80253,Vietnam,December,2018
80254,India,July,2018
80255,Thailand,June,2018
80256,Vietnam,January,2018
80257,India,January,2018
80258,Thailand,May,2018
80259,Vietnam,December,2018
80260,India,July,2018
80261,Thailand,June,2018
80262,Vietnam,January,2018
80263,India,January,2018
80264,Thailand,May,2018
80265,Vietnam,December,2018
80266,India,July,2018
80267,Thailand,June,2018
80268,Vietnam,January,2018
80269,India,January,2018
80270,Thailand,May,2018
80271,Vietnam,December,2018
80272,India,July,2018
80273,Thailand,June,2018
80274,Vietnam,January,2018
80275,India,January,2018
80276,Thailand,May,2018
80277,Vietnam,December,2018
80278,India,July,2018
80279,Thailand,June,2018
80280,Vietnam,January,2018
80281,India,January,2018
80282,Thailand,May,2018
80283,Vietnam,December,2018
80284,India,July,2018
80285,Thailand,June,2018
80286,Vietnam,January,2018
80287,India,January,2018
80288,Thailand,May,2018
80289,Vietnam,December,2018
80290,India,July,2018
80291,Thailand,June,2018
80292,Vietnam,January,2018
80293,India,January,2018
80294,Thailand,May,2018
80295,Vietnam,December,2018
80296,India,July,2018
80297,Thailand,June,2018
80298,Vietnam,January,2018
80299,Philippines,February,2018
80300,Phillippines,July,2018
80301,India,January,2018
80302,Thailand,May,2018
80303,Vietnam,December,2018
80304,India,July,2018
80305,Thailand,June,2018
80306,Vietnam,January,2018
80307,India,January,2018
80308,Thailand,May,2018
80309,Vietnam,December,2018
80310,India,July,2018
80311,Thailand,June,2018
80312,Vietnam,January,2018
80313,India,January,2018
80314,Thailand,May,2018
80315,Vietnam,December,2018
80316,India,July,2018
80317,Thailand,June,2018
80318,Vietnam,January,2018
80319,India,January,2018
80320,Thailand,May,2018
80321,Vietnam,December,2018
80322,India,July,2018
80323,Thailand,June,2018
80324,Vietnam,January,2018
80325,India,January,2018
80326,Thailand,May,2018
80327,Vietnam,December,2018
80328,India,July,2018
80329,Thailand,June,2018
80330,Vietnam,January,2018
80331,India,January,2018
80332,Thailand,May,2018
80333,Vietnam,December,2018
80334,India,July,2018
80335,Thailand,June,2018
80336,Vietnam,January,2018
80337,India,January,2018
80338,Thailand,May,2018
80339,Vietnam,December,2018
80340,India,July,2018
80341,Thailand,June,2018
80342,Vietnam,January,2018
80343,India,January,2018
80344,Thailand,May,2018
80345,Vietnam,December,2018
80346,India,July,2018
80347,Thailand,June,2018
80348,Vietnam,January,2018
80349,Philippines,February,2018
80350,Phillippines,July,2018
80351,India,January,2018
80352,Thailand,May,2018
80353,Vietnam,December,2018
80354,India,July,2018
80355,Thailand,June,2018
80356,Vietnam,January,2018
80357,India,January,2018
80358,Thailand,May,2018
80359,Vietnam,December,2018
80360,India,July,2018
80361,Thailand,June,2018
80362,Vietnam,January,2018
80363,India,January,2018
80364,Thailand,May,2018
80365,Vietnam,December,2018
80366,India,July,2018
80367,Thailand,June,2018
80368,Vietnam,January,2018
80369,India,January,2018
80370,Thailand,May,2018
80371,Vietnam,December,2018
80372,India,July,2018
80373,Thailand,June,2018
80374,Vietnam,January,2018
80375,India,January,2018
80376,Thailand,May,2018
80377,Vietnam,December,2018
80378,India,July,2018
80379,Thailand,June,2018
80380,Vietnam,January,2018
80381,India,January,2018
80382,Thailand,May,2018
80383,Vietnam,December,2018
80384,India,July,2018
80385,Thailand,June,2018
80386,Vietnam,January,2018
80387,India,January,2018
80388,Thailand,May,2018
80389,Vietnam,December,2018
80390,India,July,2018
80391,Thailand,June,2018
80392,Vietnam,January,2018
80393,India,January,2018
80394,Thailand,May,2018
80395,Vietnam,December,2018
80396,India,July,2018
80397,Thailand,June,2018
80398,Vietnam,January,2018
80399,Philippines,February,2018
80400,Phillippines,July,2018
80401,India,January,2018
80402,Thailand,May,2018
80403,Vietnam,December,2018
80404,India,July,2018
80405,Thailand,June,2018
80406,Vietnam,January,2018
80407,India,January,2018
80408,Thailand,May,2018
80409,Vietnam,December,2018
80410,India,July,2018
80411,Thailand,June,2018
80412,Vietnam,January,2018
80413,India,January,2018
80414,Thailand,May,2018
80415,Vietnam,December,2018
80416,India,July,2018
80417,Thailand,June,2018
80418,Vietnam,January,2018
80419,India,January,2018
80420,Thailand,May,2018
80421,Vietnam,December,2018
80422,India,July,2018
80423,Thailand,June,2018
80424,Vietnam,January,2018
80425,India,January,2018
80426,Thailand,May,2018
80427,Vietnam,December,2018
80428,India,July,2018
80429,Thailand,June,2018
80430,Vietnam,January,2018
80431,India,January,2018
80432,Thailand,May,2018
80433,Vietnam,December,2018
80434,India,July,2018
80435,Thailand,June,2018
80436,Vietnam,January,2018
80437,India,January,2018
80438,Thailand,May,2018
80439,Vietnam,December,2018
80440,India,July,2018
80441,Thailand,June,2018
80442,Vietnam,January,2018
80443,India,January,2018
80444,Thailand,May,2018
80445,Vietnam,December,2018
80446,India,July,2018
80447,Thailand,June,2018
80448,Vietnam,January,2018
80449,Philippines,February,2018
80450,Phillippines,July,2018
80451,India,January,2018
80452,Thailand,May,2018
80453,Vietnam,December,2018
80454,India,July,2018
80455,Thailand,June,2018
80456,Vietnam,January,2018
80457,India,January,2018
80458,Thailand,May,2018
80459,Vietnam,December,2018
80460,India,July,2018
80461,Thailand,June,2018
80462,Vietnam,January,2018
80463,India,January,2018
80464,Thailand,May,2018
80465,Vietnam,December,2018
80466,India,July,2018
80467,Thailand,June,2018
80468,Vietnam,January,2018
80469,India,January,2018
80470,Thailand,May,2018
80471,Vietnam,December,2018
80472,India,July,2018
80473,Thailand,June,2018
80474,Vietnam,January,2018
80475,India,January,2018
80476,Thailand,May,2018
80477,Vietnam,December,2018
80478,India,July,2018
80479,Thailand,June,2018
80480,Vietnam,January,2018
80481,India,January,2018
80482,Thailand,May,2018
80483,Vietnam,December,2018
80484,India,July,2018
80485,Thailand,June,2018
80486,Vietnam,January,2018
80487,India,January,2018
80488,Thailand,May,2018
80489,Vietnam,December,2018
80490,India,July,2018
80491,Thailand,June,2018
80492,Vietnam,January,2018
80493,India,January,2018
80494,Thailand,May,2018
80495,Vietnam,December,2018
80496,India,July,2018
80497,Thailand,June,2018
80498,Vietnam,January,2018
80499,Philippines,February,2018
80500,Phillippines,July,2018
80501,India,January,2018
80502,Thailand,May,2018
80503,Vietnam,December,2018
80504,India,July,2018
80505,Thailand,June,2018
80506,Vietnam,January,2018
80507,India,January,2018
80508,Thailand,May,2018
80509,Vietnam,December,2018
80510,India,July,2018
80511,Thailand,June,2018
80512,Vietnam,January,2018
80513,India,January,2018
80514,Thailand,May,2018
80515,Vietnam,December,2018
80516,India,July,2018
80517,Thailand,June,2018
80518,Vietnam,January,2018
80519,India,January,2018
80520,Thailand,May,2018
80521,Vietnam,December,2018
80522,India,July,2018
80523,Thailand,June,2018
80524,Vietnam,January,2018
80525,India,January,2018
80526,Thailand,May,2018
80527,Vietnam,December,2018
80528,India,July,2018
80529,Thailand,June,2018
80530,Vietnam,January,2018
80531,India,January,2018
80532,Thailand,May,2018
80533,Vietnam,December,2018
80534,India,July,2018
80535,Thailand,June,2018
80536,Vietnam,January,2018
80537,India,January,2018
80538,Thailand,May,2018
80539,Vietnam,December,2018
80540,India,July,2018
80541,Thailand,June,2018
80542,Vietnam,January,2018
80543,India,January,2018
80544,Thailand,May,2018
80545,Vietnam,December,2018
80546,India,July,2018
80547,Thailand,June,2018
80548,Vietnam,January,2018
80549,Philippines,February,2018
80550,Phillippines,July,2018
80551,India,January,2018
80552,Thailand,May,2018
80553,Vietnam,December,2018
80554,India,July,2018
80555,Thailand,June,2018
80556,Vietnam,January,2018
80557,India,January,2018
80558,Thailand,May,2018
80559,Vietnam,December,2018
80560,India,July,2018
80561,Thailand,June,2018
80562,Vietnam,January,2018
80563,India,January,2018
80564,Thailand,May,2018
80565,Vietnam,December,2018
80566,India,July,2018
80567,Thailand,June,2018
80568,Vietnam,January,2018
80569,India,January,2018
80570,Thailand,May,2018
80571,Vietnam,December,2018
80572,India,July,2018
80573,Thailand,June,2018
80574,Vietnam,January,2018
80575,India,January,2018
80576,Thailand,May,2018
80577,Vietnam,December,2018
80578,India,July,2018
80579,Thailand,June,2018
80580,Vietnam,January,2018
80581,India,January,2018
80582,Thailand,May,2018
80583,Vietnam,December,2018
80584,India,July,2018
80585,Thailand,June,2018
80586,Vietnam,January,2018
80587,India,January,2018
80588,Thailand,May,2018
80589,Vietnam,December,2018
80590,India,July,2018
80591,Thailand,June,2018
80592,Vietnam,January,2018
80593,India,January,2018
80594,Thailand,May,2018
80595,Vietnam,December,2018
80596,India,July,2018
80597,Thailand,June,2018
80598,Vietnam,January,2018
80599,Philippines,February,2018
80600,Phillippines,July,2018
80601,India,January,2018
80602,Thailand,May,2018
80603,Vietnam,December,2018
80604,India,July,2018
80605,Thailand,June,2018
80606,Vietnam,January,2018
80607,India,January,2018
80608,Thailand,May,2018
80609,Vietnam,December,2018
80610,India,July,2018
80611,Thailand,June,2018
80612,Vietnam,January,2018
80613,India,January,2018
80614,Thailand,May,2018
80615,Vietnam,December,2018
80616,India,July,2018
80617,Thailand,June,2018
80618,Vietnam,January,2018
80619,India,January,2018
80620,Thailand,May,2018
80621,Vietnam,December,2018
80622,India,July,2018
80623,Thailand,June,2018
80624,Vietnam,January,2018
80625,India,January,2018
80626,Thailand,May,2018
80627,Vietnam,December,2018
80628,India,July,2018
80629,Thailand,June,2018
80630,Vietnam,January,2018
80631,India,January,2018
80632,Thailand,May,2018
80633,Vietnam,December,2018
80634,India,July,2018
80635,Thailand,June,2018
80636,Vietnam,January,2018
80637,India,January,2018
80638,Thailand,May,2018
80639,Vietnam,December,2018
80640,India,July,2018
80641,Thailand,June,2018
80642,Vietnam,January,2018
80643,India,January,2018
80644,Thailand,May,2018
80645,Vietnam,December,2018
80646,India,July,2018
80647,Thailand,June,2018
80648,Vietnam,January,2018
80649,Philippines,February,2018
80650,Phillippines,July,2018
80651,India,January,2018
80652,Thailand,May,2018
80653,Vietnam,December,2018
80654,India,July,2018
80655,Thailand,June,2018
80656,Vietnam,January,2018
80657,India,January,2018
80658,Thailand,May,2018
80659,Vietnam,December,2018
80660,India,July,2018
80661,Thailand,June,2018
80662,Vietnam,January,2018
80663,India,January,2018
80664,Thailand,May,2018
80665,Vietnam,December,2018
80666,India,July,2018
80667,Thailand,June,2018
80668,Vietnam,January,2018
80669,India,January,2018
80670,Thailand,May,2018
80671,Vietnam,December,2018
80672,India,July,2018
80673,Thailand,June,2018
80674,Vietnam,January,2018
80675,India,January,2018
80676,Thailand,May,2018
80677,Vietnam,December,2018
80678,India,July,2018
80679,Thailand,June,2018
80680,Vietnam,January,2018
80681,India,January,2018
80682,Thailand,May,2018
80683,Vietnam,December,2018
80684,India,July,2018
80685,Thailand,June,2018
80686,Vietnam,January,2018
80687,India,January,2018
80688,Thailand,May,2018
80689,Vietnam,December,2018
80690,India,July,2018
80691,Thailand,June,2018
80692,Vietnam,January,2018
80693,India,January,2018
80694,Thailand,May,2018
80695,Vietnam,December,2018
80696,India,July,2018
80697,Thailand,June,2018
80698,Vietnam,January,2018
80699,Philippines,February,2018
80700,Phillippines,July,2018
80701,India,January,2018
80702,Thailand,May,2018
80703,Vietnam,December,2018
80704,India,July,2018
80705,Thailand,June,2018
80706,Vietnam,January,2018
80707,India,January,2018
80708,Thailand,May,2018
80709,Vietnam,December,2018
80710,India,July,2018
80711,Thailand,June,2018
80712,Vietnam,January,2018
80713,India,January,2018
80714,Thailand,May,2018
80715,Vietnam,December,2018
80716,India,July,2018
80717,Thailand,June,2018
80718,Vietnam,January,2018
80719,India,January,2018
80720,Thailand,May,2018
80721,Vietnam,December,2018
80722,India,July,2018
80723,Thailand,June,2018
80724,Vietnam,January,2018
80725,India,January,2018
80726,Thailand,May,2018
80727,Vietnam,December,2018
80728,India,July,2018
80729,Thailand,June,2018
80730,Vietnam,January,2018
80731,India,January,2018
80732,Thailand,May,2018
80733,Vietnam,December,2018
80734,India,July,2018
80735,Thailand,June,2018
80736,Vietnam,January,2018
80737,India,January,2018
80738,Thailand,May,2018
80739,Vietnam,December,2018
80740,India,July,2018
80741,Thailand,June,2018
80742,Vietnam,January,2018
80743,India,January,2018
80744,Thailand,May,2018
80745,Vietnam,December,2018
80746,India,July,2018
80747,Thailand,June,2018
80748,Vietnam,January,2018
80749,Philippines,February,2018
80750,Phillippines,July,2018
80751,India,January,2018
80752,Thailand,May,2018
80753,Vietnam,December,2018
80754,India,July,2018
80755,Thailand,June,2018
80756,Vietnam,January,2018
80757,India,January,2018
80758,Thailand,May,2018
80759,Vietnam,December,2018
80760,India,July,2018
80761,Thailand,June,2018
80762,Vietnam,January,2018
80763,India,January,2018
80764,Thailand,May,2018
80765,Vietnam,December,2018
80766,India,July,2018
80767,Thailand,June,2018
80768,Vietnam,January,2018
80769,India,January,2018
80770,Thailand,May,2018
